Name,Department,CGPA,Contact Number,College Email,B.Tech Score,Interest Area
Tyler Burns,CSE,7,9996537691,tyler93@college.edu,78,Cybersecurity
Michael Garcia,ECE,6,9162020058,michael56@college.edu,86,Cybersecurity
Christopher Martin,ECE,7,7911248429,christopher12@college.edu,78,ML
Gary Chavez,IT,9,9780158325,gary28@college.edu,53,Data Science
Madison Carey,ECE,8,9946058836,madison31@college.edu,96,IoT
Alexandra Schneider,CSE,8,9008522770,alexandra62@college.edu,81,Cloud Computing
Maria Berry,CSE,10,9484266977,maria83@college.edu,53,Cloud Computing
James Perez,ECE,8,8462786188,james39@college.edu,51,Cybersecurity
Rhonda Mitchell,CE,9,9589864115,rhonda23@college.edu,56,IoT
Elizabeth Johnson,CE,9,7112068052,elizabeth39@college.edu,51,IoT
Adrienne Ramirez,CE,10,9926637135,adrienne69@college.edu,83,AI
Heather Malone,ME,8,6497363207,heather56@college.edu,83,ML
Debra Davis,ECE,10,7187039466,debra66@college.edu,94,AI
Robert Crawford,IT,6,9942588294,robert33@college.edu,82,Cybersecurity
Rhonda Pierce,IT,6,9270403764,rhonda81@college.edu,62,ML
Beth Larsen,ECE,9,9497099462,beth52@college.edu,92,IoT
Richard Diaz,IT,8,6900099339,richard28@college.edu,68,Cloud Computing
William Mitchell,CSE,6,7743896238,william25@college.edu,80,Data Science
Sean Campos,CSE,9,6479778292,sean66@college.edu,65,Cybersecurity
Joshua Wall,CE,10,9376415169,joshua29@college.edu,86,Data Science
Jay Ho,CSE,8,6481106746,jay93@college.edu,53,Cybersecurity
Sara Goodman,CSE,7,9385950727,sara31@college.edu,100,Data Science
James Swanson,CE,9,6299470892,james76@college.edu,88,AI
Gabriel Miller,CSE,7,6943568998,gabriel15@college.edu,91,Data Science
Summer Jones,CSE,7,6611939379,summer61@college.edu,81,IoT
Karen Mendoza,CSE,10,8617079384,karen57@college.edu,80,Data Science
Andrew Fernandez,CSE,7,9866904402,andrew18@college.edu,83,Data Science
Kathy Perkins,CSE,9,7677859133,kathy35@college.edu,67,ML
Timothy Guerra,IT,9,7936119122,timothy83@college.edu,62,Cloud Computing
Mrs. Robin King,ME,8,8408143897,mrs.46@college.edu,61,ML
Brandi Haynes,ME,6,7363502820,brandi27@college.edu,92,IoT
Joshua Cline,ECE,6,6973868435,joshua55@college.edu,72,Cybersecurity
Dale Davies,CSE,8,9322157995,dale48@college.edu,81,AI
Shawn Wong,CSE,8,7330914448,shawn25@college.edu,51,Cybersecurity
Ashley Bailey,IT,8,6890733019,ashley42@college.edu,95,Cloud Computing
Paul Acevedo,ME,9,7785269541,paul84@college.edu,61,Data Science
Amanda Horn,CSE,6,6599505480,amanda79@college.edu,69,AI
Kelly Williamson,IT,6,7113361416,kelly89@college.edu,83,Cybersecurity
Laura Vega,IT,6,6352671524,laura64@college.edu,80,Cloud Computing
Allison Powell,CE,6,8241551485,allison81@college.edu,89,Data Science
Kelly Peck,CSE,9,7794680452,kelly44@college.edu,84,IoT
Megan Lester,CSE,9,9498009845,megan37@college.edu,70,ML
Kathy Mills,ME,9,6925442740,kathy82@college.edu,55,IoT
Robert Martin,CSE,10,8424109364,robert90@college.edu,59,ML
Patricia Bridges,ME,6,9067627805,patricia17@college.edu,88,ML
Erika Gonzalez,ME,9,9570381448,erika40@college.edu,59,IoT
Mark Archer,ECE,8,9608634406,mark59@college.edu,52,Cloud Computing
Jared Molina,IT,6,6035884596,jared53@college.edu,96,Cybersecurity
David Phelps,ECE,8,8526628299,david49@college.edu,91,Data Science
Scott Mayo,CSE,10,8715824716,scott14@college.edu,73,Cybersecurity
Nicole Copeland,CE,6,9340633296,nicole23@college.edu,76,ML
Danielle Riley,ECE,10,7118839065,danielle59@college.edu,78,ML
Christopher Garza,CE,10,6731627878,christopher63@college.edu,100,Data Science
Arthur Shea,CE,10,8642618484,arthur95@college.edu,56,Cybersecurity
Wesley Burton,ECE,7,9950740232,wesley28@college.edu,77,Data Science
Joyce Silva,ME,9,6547047591,joyce26@college.edu,83,ML
Justin Martin,IT,10,6999020228,justin26@college.edu,88,Data Science
Andrew Patel,CE,7,6967590734,andrew74@college.edu,68,ML
Nathan Graves,CE,9,6137643200,nathan94@college.edu,96,AI
James Rubio,ME,7,6753243887,james62@college.edu,51,IoT
Kristy Rodgers,CE,10,8674883002,kristy71@college.edu,54,ML
Clifford Bennett,ECE,8,7492523765,clifford91@college.edu,63,Data Science
Joshua Robinson,CSE,7,8583603293,joshua67@college.edu,57,ML
Brittany Stewart,CE,6,6666687733,brittany80@college.edu,99,Data Science
Cheryl Wall,IT,6,8651467588,cheryl96@college.edu,52,ML
David Serrano,ECE,7,8959201066,david49@college.edu,95,Cybersecurity
Leslie Dixon,ECE,6,7405278180,leslie25@college.edu,53,ML
Kevin Brooks,IT,6,9239162002,kevin24@college.edu,51,ML
Paul Hutchinson,CE,9,6617247613,paul67@college.edu,59,Cloud Computing
Mandy Harrison,IT,8,9913035165,mandy83@college.edu,96,ML
Mary Harris,IT,6,6928403791,mary42@college.edu,73,IoT
Sarah Ortega,IT,9,7832787936,sarah52@college.edu,53,ML
Gregory Koch,ME,7,9072229066,gregory66@college.edu,85,ML
Maria Gilmore,CSE,9,6498100065,maria44@college.edu,83,AI
Jerry Holder,ME,8,9729872743,jerry94@college.edu,60,ML
Carolyn Wood,CE,8,9649447009,carolyn94@college.edu,88,Cloud Computing
Robert Jacobs,CE,8,9175637942,robert33@college.edu,59,AI
Gary Jones,ECE,6,8689665634,gary45@college.edu,75,IoT
Leah Phillips,CE,9,9201855557,leah74@college.edu,76,Cloud Computing
Robert Schmidt,CE,10,7261204144,robert50@college.edu,70,ML
Jason Garza,CSE,8,6172827181,jason50@college.edu,68,AI
Tammy Nelson,ME,8,9460361992,tammy69@college.edu,90,Cloud Computing
Jeffrey Smith,ECE,7,7848534239,jeffrey77@college.edu,65,Data Science
Michelle Cooper,IT,6,6431769627,michelle26@college.edu,69,Data Science
Christine Lane,IT,10,7392781280,christine97@college.edu,84,IoT
Scott Thompson,ME,8,6119036566,scott11@college.edu,94,AI
Zachary Morgan,CSE,8,7905008113,zachary37@college.edu,90,AI
Dalton Mcneil,CSE,7,7394968243,dalton41@college.edu,67,AI
Mr. Melvin Phillips MD,IT,7,7145907955,mr.43@college.edu,92,AI
Kristina Owens,CSE,6,8967310859,kristina33@college.edu,51,ML
Michael Reyes,CE,8,6136798053,michael54@college.edu,53,Cybersecurity
Danielle Sherman,CE,10,7500700575,danielle39@college.edu,93,Cybersecurity
Jerry Walker,CE,8,8418164175,jerry98@college.edu,71,AI
Brandon Gross,IT,6,8979008064,brandon32@college.edu,73,IoT
Stephen Robinson,IT,8,9319032221,stephen41@college.edu,55,IoT
Miranda Ruiz,CE,8,8998068012,miranda36@college.edu,81,Cloud Computing
Nichole Jones,IT,8,6518901181,nichole86@college.edu,87,Cloud Computing
Sydney Doyle,IT,7,7917483981,sydney59@college.edu,76,AI
Gina Sullivan,CE,7,9849956822,gina36@college.edu,97,IoT
Sarah Wong,ECE,6,7965673205,sarah48@college.edu,56,AI
James Jones,IT,9,6365809730,james92@college.edu,96,IoT
Jonathan Vega,ECE,8,7011594320,jonathan52@college.edu,75,Cloud Computing
Haley Long,ME,10,7740022698,haley86@college.edu,52,Data Science
Isaac Stone,IT,8,9525032385,isaac93@college.edu,63,ML
Mark Vazquez,ECE,10,6076205572,mark32@college.edu,60,Cybersecurity
Victoria Mclean,CSE,6,7364299479,victoria83@college.edu,56,Data Science
Ryan Davis,CE,7,8095493264,ryan17@college.edu,93,Cybersecurity
Ana Mcclain,CE,10,9335646874,ana38@college.edu,55,AI
Angela Thompson,ECE,9,8453895104,angela21@college.edu,69,Cybersecurity
Dan Warren,ECE,6,8478473397,dan76@college.edu,67,AI
Megan West,ME,9,7945719880,megan91@college.edu,60,IoT
Melissa Parks,IT,8,7639877280,melissa63@college.edu,96,Cybersecurity
Jason Henry,ME,10,8959001443,jason86@college.edu,52,ML
Jeffrey Brown,ME,9,9662626137,jeffrey32@college.edu,77,Data Science
Grace Pacheco,CSE,10,9922113545,grace66@college.edu,82,AI
Heather Sanchez,IT,6,6157689942,heather19@college.edu,77,Data Science
Sarah Smith,ME,7,9638568783,sarah84@college.edu,56,IoT
Sherry Weaver MD,CSE,9,9861212957,sherry82@college.edu,60,AI
Patrick Nguyen,IT,7,8722009190,patrick75@college.edu,81,Cloud Computing
Margaret Kelly,ME,7,8342343270,margaret74@college.edu,92,Data Science
Manuel Lang,CSE,6,8333433071,manuel97@college.edu,82,Cybersecurity
Sabrina Valenzuela,IT,6,8941010685,sabrina77@college.edu,85,ML
John Young,ECE,7,8452695761,john40@college.edu,87,Data Science
James Garcia,CE,7,7971263336,james49@college.edu,56,Cloud Computing
Robert Powell,ME,8,7428450664,robert74@college.edu,58,AI
Susan Reid,IT,9,9070063663,susan30@college.edu,68,Cloud Computing
Corey Matthews,CSE,6,8219798342,corey61@college.edu,70,Cloud Computing
Heather Lin,CSE,9,8175279482,heather81@college.edu,69,Cybersecurity
Whitney Carroll,CE,7,7002195666,whitney34@college.edu,65,Data Science
Lisa Hicks,ECE,8,6737752969,lisa25@college.edu,91,Data Science
Juan Hammond,ECE,10,8236711837,juan70@college.edu,91,Data Science
Morgan Parsons,ECE,9,9961193501,morgan55@college.edu,100,ML
Antonio Bryant,CSE,8,7966034111,antonio11@college.edu,52,Cloud Computing
Troy Patton,IT,8,7555181262,troy13@college.edu,65,Data Science
Andrea Marquez,ME,7,9599996834,andrea66@college.edu,98,Cybersecurity
Devin Sanchez,IT,10,7183153823,devin41@college.edu,68,Data Science
Jimmy Clark,CE,7,8135738322,jimmy89@college.edu,69,AI
Shane Larson,CE,9,6937840221,shane77@college.edu,60,Data Science
Abigail Eaton,ECE,10,7631787688,abigail46@college.edu,75,Cloud Computing
Julie Kelley,CE,10,6424594449,julie42@college.edu,82,IoT
Austin Joseph,ME,6,8621692430,austin67@college.edu,68,Data Science
Rachel Hancock,CSE,6,8598261884,rachel55@college.edu,81,IoT
Mrs. April Hoffman,CE,10,9748396256,mrs.48@college.edu,74,AI
Christina Olson,ECE,10,6623613523,christina35@college.edu,98,IoT
Brittany Gray,ME,7,7309534644,brittany83@college.edu,100,Data Science
Amy Hayes,ME,10,7341448983,amy99@college.edu,95,Data Science
Mindy Pitts,IT,6,7100203585,mindy64@college.edu,66,Cybersecurity
Teresa Newton,CE,9,9746105513,teresa95@college.edu,82,AI
John Pratt,ECE,6,9598975559,john86@college.edu,96,AI
Maria Fisher,ME,6,8553539225,maria87@college.edu,58,Data Science
Ruth Harris,ECE,9,9731611751,ruth61@college.edu,78,Cybersecurity
Cynthia Medina,ECE,10,8691542133,cynthia66@college.edu,79,IoT
Heather Green,IT,7,6086386448,heather39@college.edu,71,ML
Olivia Sanders,ME,9,9503498332,olivia32@college.edu,65,Cybersecurity
Ryan Mcdonald,ME,8,7318335938,ryan61@college.edu,99,IoT
Kayla Sanchez,IT,8,6304833501,kayla23@college.edu,88,ML
Corey Holder,CSE,10,7626353166,corey14@college.edu,73,AI
Pamela Porter,ME,8,7486499244,pamela54@college.edu,92,ML
Shane Morris,ECE,10,7598484339,shane87@college.edu,67,Data Science
Katherine Turner,ME,8,9557108128,katherine38@college.edu,76,IoT
Mary Robinson,IT,6,9106310380,mary26@college.edu,98,Data Science
Thomas Kelly,CE,10,9542399138,thomas33@college.edu,64,AI
Karen Hubbard,IT,9,8362564971,karen95@college.edu,98,Cloud Computing
Melissa Wong,IT,6,9739761363,melissa25@college.edu,87,Cybersecurity
Robert Brown,CE,8,6397227815,robert70@college.edu,85,AI
Heidi Neal,CSE,6,7728544200,heidi12@college.edu,66,AI
Rickey Murphy,CSE,6,6231900331,rickey66@college.edu,91,IoT
Gordon Beck,ECE,9,6587249530,gordon93@college.edu,95,ML
Tonya Hanna,CE,6,6548812032,tonya42@college.edu,81,Data Science
Courtney Alexander,CE,8,9911179761,courtney88@college.edu,63,AI
Manuel Sims,CSE,8,7216518018,manuel49@college.edu,95,AI
Stephanie Paul,ECE,7,7450003200,stephanie33@college.edu,82,ML
Thomas York,CE,6,8142731722,thomas16@college.edu,76,ML
Mark Bennett,CSE,10,8276618253,mark46@college.edu,57,Cloud Computing
Pedro Baker,IT,9,8139825758,pedro49@college.edu,68,Data Science
Teresa Hanson,CSE,8,9396277216,teresa31@college.edu,50,IoT
Blake Williams,CSE,8,8123947597,blake59@college.edu,64,Cloud Computing
Richard Harding,IT,9,7198377440,richard29@college.edu,74,AI
Lori Phillips,ME,7,6124605474,lori74@college.edu,91,IoT
Laura Jones,CSE,7,7950814232,laura78@college.edu,52,Cybersecurity
Ethan Kelly,ME,8,8560308510,ethan30@college.edu,57,AI
Sarah Estrada,CE,8,7899538557,sarah57@college.edu,86,Data Science
James Phillips,IT,6,6305396681,james99@college.edu,50,IoT
Dylan Todd,ECE,9,6638677263,dylan40@college.edu,74,Cybersecurity
Joseph Matthews,ME,6,9815349753,joseph89@college.edu,96,AI
Kara Wright,IT,7,6845371944,kara18@college.edu,88,IoT
Katherine Huffman,CSE,10,8040002186,katherine49@college.edu,100,IoT
Wendy Martin,CSE,10,6592423633,wendy65@college.edu,75,Data Science
Peggy Miller,ECE,7,8608030329,peggy27@college.edu,53,IoT
Krista Gregory,ECE,8,7834455033,krista85@college.edu,72,Cloud Computing
Stacey Blevins,ECE,9,9086037217,stacey29@college.edu,57,ML
Morgan Pierce,ECE,10,8018487215,morgan89@college.edu,60,Cloud Computing
Melinda Weiss,IT,8,7544909493,melinda15@college.edu,97,Cloud Computing
Randall Craig,ME,9,6417532596,randall50@college.edu,57,Cybersecurity
Michael West,IT,10,9933227561,michael12@college.edu,72,IoT
Maurice Evans,ECE,10,8978159310,maurice70@college.edu,92,Cybersecurity
David Brown,ME,7,9771341951,david80@college.edu,60,IoT
Melinda Moore,CE,10,8294856957,melinda33@college.edu,74,IoT
Tiffany Reed,ECE,6,6644807094,tiffany38@college.edu,92,ML
Steven Nichols,IT,9,8252646624,steven77@college.edu,82,AI
Jeffrey Padilla,IT,10,7676754658,jeffrey31@college.edu,94,Cloud Computing
Gary Crawford,ECE,10,6924134919,gary10@college.edu,77,Cloud Computing
Brandon Gilmore,ME,7,7623707912,brandon49@college.edu,73,IoT
James Herrera,CSE,9,9618631003,james97@college.edu,50,Cybersecurity
Kristen Becker,CSE,9,6650202039,kristen31@college.edu,55,AI
Michael Manning,IT,9,8841919950,michael15@college.edu,97,IoT
Erica Rice,CE,8,6108332115,erica98@college.edu,99,ML
Jeremiah Norris,ECE,6,6936733457,jeremiah88@college.edu,50,Cybersecurity
Stephen Carrillo,ECE,9,9061369996,stephen51@college.edu,69,Cybersecurity
Michael Gonzalez,ECE,10,6465636684,michael20@college.edu,99,Cloud Computing
Eric Scott,CSE,7,7219707181,eric72@college.edu,66,Data Science
Tracy Shaffer,IT,10,6848519031,tracy10@college.edu,98,Cybersecurity
Donna Pierce,CE,9,8220799706,donna78@college.edu,70,Data Science
Jonathan Morris,CE,9,7166465418,jonathan90@college.edu,84,AI
Heidi Garcia,CE,7,7710182186,heidi65@college.edu,65,Cybersecurity
Ashley Becker,CE,7,6892328068,ashley29@college.edu,93,AI
Connie Oliver,CSE,7,7525778450,connie90@college.edu,84,Cybersecurity
Nicole Stephens,ECE,7,7608927967,nicole95@college.edu,76,Cybersecurity
Heather Joseph,CE,6,9814168503,heather91@college.edu,91,AI
Shaun Wilson,ME,7,9549919743,shaun22@college.edu,90,Data Science
Christopher Ray,ECE,9,8618119392,christopher62@college.edu,94,Cybersecurity
Jeffrey Stewart,ME,9,8525887780,jeffrey22@college.edu,91,Cloud Computing
Matthew Herring,CSE,8,6738355609,matthew55@college.edu,83,Data Science
Carol Cabrera,CE,9,7067795084,carol76@college.edu,70,IoT
Danielle Morales,CSE,8,8116185260,danielle73@college.edu,99,Cybersecurity
Troy Garcia,CSE,10,9371331610,troy14@college.edu,74,ML
Gregory Flores,ME,6,8086825895,gregory14@college.edu,75,Data Science
Renee Johnson,CE,8,6603130877,renee87@college.edu,60,AI
Neil Williamson,CE,9,8408163263,neil52@college.edu,67,AI
Renee Ford MD,CE,9,7521348148,renee21@college.edu,91,Data Science
John Bruce,ECE,9,7084981405,john81@college.edu,53,Cloud Computing
Katherine Jones,ECE,8,6272549779,katherine69@college.edu,100,AI
James Barber,IT,6,8580755416,james66@college.edu,63,IoT
Robert May,ECE,7,9402844833,robert28@college.edu,98,IoT
Kevin Hill,ME,9,7531184314,kevin69@college.edu,80,Cloud Computing
Pamela Hart,CE,6,9510923861,pamela80@college.edu,70,Cloud Computing
Jillian Ward,IT,6,6113883108,jillian99@college.edu,92,Cloud Computing
James Robertson,CE,6,7030059772,james93@college.edu,98,Cybersecurity
James Stevens,ECE,8,9332186484,james44@college.edu,88,ML
Bryan May,CE,10,7789333903,bryan31@college.edu,92,Cloud Computing
Samantha Simmons,ECE,7,6563079899,samantha20@college.edu,65,Cybersecurity
Brian Rocha,IT,7,6910732560,brian91@college.edu,78,AI
Kevin Martin,IT,6,7498328906,kevin46@college.edu,89,Cloud Computing
Alexandra Scott,CE,7,8853551049,alexandra37@college.edu,67,Cloud Computing
Kathryn Trujillo,CE,10,7509618895,kathryn62@college.edu,81,Cybersecurity
John Jensen,CSE,10,9628057137,john15@college.edu,98,Data Science
Jason Jimenez,ME,6,9746460379,jason94@college.edu,69,ML
Ricardo Davis,IT,7,6837649110,ricardo46@college.edu,89,Cybersecurity
Dustin Brown,IT,9,7027957812,dustin74@college.edu,100,ML
Jessica Lawson,ME,9,6172762611,jessica23@college.edu,70,Cybersecurity
John Mitchell,ME,8,8567166058,john23@college.edu,97,IoT
James Rogers,CSE,10,8296986084,james64@college.edu,77,IoT
Brian Morgan,CSE,9,8205498582,brian18@college.edu,67,Data Science
Nicole Johnson,ECE,10,8536426037,nicole85@college.edu,65,Cloud Computing
Melissa Moore,CE,6,7986161369,melissa28@college.edu,60,AI
Robert Cohen,IT,7,9976796962,robert88@college.edu,74,Cloud Computing
Martin Valenzuela MD,IT,7,9102952154,martin10@college.edu,65,IoT
Michael Meyer,ECE,9,6059361047,michael36@college.edu,95,AI
Bradley Miller,CSE,6,6278722551,bradley71@college.edu,57,Data Science
Katherine Sanchez,IT,7,8985269538,katherine17@college.edu,70,Cloud Computing
Michelle Walker,CSE,6,9986153282,michelle22@college.edu,96,AI
Joshua White,CSE,9,9596271235,joshua63@college.edu,84,IoT
Robert Rivera,ME,9,7601232164,robert76@college.edu,92,IoT
Wayne Morton,IT,7,6098591761,wayne40@college.edu,92,Cybersecurity
Tyler Kelley,ECE,10,8721083310,tyler63@college.edu,97,ML
Danielle Fleming,ME,8,8462164260,danielle84@college.edu,68,Cybersecurity
Amber Schneider,ECE,10,7395567403,amber60@college.edu,93,AI
Glenn Jones,IT,10,7225200168,glenn51@college.edu,74,Data Science
Kimberly Simpson,CE,6,7172280981,kimberly10@college.edu,79,IoT
Michael Atkins,CSE,6,6573462766,michael31@college.edu,61,ML
Christopher Collins,ECE,9,6880626489,christopher62@college.edu,97,IoT
Kristie Clark,CSE,10,8687096249,kristie41@college.edu,65,AI
Timothy Barnes,CE,8,7434549646,timothy79@college.edu,79,Cybersecurity
Ronald Jones,IT,7,8382477309,ronald11@college.edu,84,AI
Yolanda Rowe,ME,8,7698425457,yolanda38@college.edu,61,Data Science
Anthony King PhD,ECE,8,9696258065,anthony39@college.edu,66,Cloud Computing
Stephen Lloyd,IT,10,7694735466,stephen53@college.edu,83,Data Science
Rachel Smith,CE,9,6066031140,rachel57@college.edu,76,Cybersecurity
Rodney Lee,IT,7,7116455790,rodney84@college.edu,80,Data Science
David Bryant,IT,7,7900925084,david41@college.edu,51,Cloud Computing
Wanda Wiggins,CE,9,7193248988,wanda59@college.edu,78,IoT
Lauren Jones,ME,6,8922185341,lauren78@college.edu,100,Data Science
Christopher Poole,CE,6,7515066802,christopher35@college.edu,59,Cybersecurity
Alicia Ford,IT,10,6790618112,alicia36@college.edu,93,AI
Paula Neal,CE,9,9913013183,paula88@college.edu,72,AI
Pamela Graham,IT,7,8828690610,pamela16@college.edu,66,Data Science
Heather Rodriguez,CE,8,9995332727,heather34@college.edu,73,Cloud Computing
William Stephens,CSE,7,8266341054,william98@college.edu,52,AI
John Wheeler,ME,6,7598797162,john47@college.edu,67,IoT
Christian Alexander,ME,8,9612398636,christian28@college.edu,78,Cloud Computing
Brandon Khan,ME,9,8185113786,brandon26@college.edu,89,Cloud Computing
Robert Meadows,ME,9,9900796776,robert59@college.edu,72,IoT
Harry Stark,CE,6,6673669463,harry45@college.edu,97,Data Science
Anna Martinez,IT,7,9850081618,anna75@college.edu,56,Cybersecurity
Michael Juarez,CE,8,8213594408,michael42@college.edu,52,AI
Donald Walter,ME,9,9564431496,donald65@college.edu,63,Cloud Computing
Sarah Riddle,CE,6,7705649190,sarah85@college.edu,52,AI
Jonathan Garner,CE,8,8717121675,jonathan25@college.edu,65,Cybersecurity
Derrick Hernandez,CE,8,7471994590,derrick76@college.edu,50,ML
Jill Bailey,ECE,10,7301872207,jill76@college.edu,68,Data Science
Carrie Morris,ECE,7,6388656951,carrie13@college.edu,81,Cloud Computing
Brittany Martinez,CSE,10,8206558467,brittany82@college.edu,73,AI
Andrew Schroeder,IT,10,6240169029,andrew93@college.edu,68,Data Science
Eduardo Miles,ECE,6,8534079324,eduardo68@college.edu,65,Cybersecurity
Benjamin Gomez,CE,8,8353808084,benjamin87@college.edu,84,Cloud Computing
